X,Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Date_PreVern_Flowering,Date_PostVern_Flowering,Stem_number_flowering_pre,Height1_flowering_pre,Stem_number_flowering,Height1_flowering,Height2_flowering,Height3_flowering,Height4_flowering,Height5_flowering,Height6_flowering,Height7_flowering,Height8_flowering,Date_silique_pre,Date_silique,Pre_Vern_Fruited,Post_Vern_Fruited,Stem_number_silique_pre,Height1_silique_pre,Height2_silique_pre,Height3_silique_pre,Height4_silique_pre,Height5_silique_pre,Stem_number_silique,Height1_silique,Height2_silique,Height3_silique,Height4_silique,Height5_silique,Height6_silique,Height7_silique,Height8_silique,Height9_silique,Failed_silique_number,Mature_silique_number,Mature_length_siliques,Post_reproductive,Date_post_reproductive,Stem_number_PR,Height1_PR,Height2_PR,Height3_PR,Height4_PR,Height5_PR,Height6_PR,Height7_PR,Height8_PR,Stem_number_Harvest,Height1_Harvest,Height2_Harvest,Height3_Harvest,Height4_Harvest,Height5_Harvest,Width_Census1,Width_Census2,Width_Census3,Width_Census4,Width_Census5,Width_Census6,Width_Census7,Width_Census8,Width_Census9,Width_Census10,Rosette_FW,Rosette_DW,Stem_FW,Stem_DW,Bolt_Leaves_FW,Bolt_Leaves_DW,Flower_FW,Flower_DW,Root_DW,Root_Shoot,Licor_E,Licor_A,Licor_Ca,Licor_Ci,Licor_gsw,Licor_LeafArea,Licor_dryLeafMass,Licor_SLA,Q.anthocyanin,SLA_rosette_June22,Check,Resolution,Next steps
297,T2,High,Low,5,441,T2_5_441,107_4,107,3091,8/18/2021,230,372,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.38,52.75,24.15,53.44,33.75,29.48,36.25,46.41,48.92,NA,0.3318,0.1144,0.1656,0.0821,0,0,0,0,0.2101,1.069211196,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.09178147,,,
298,T2,High,Low,5,443,T2_5_443,209_5,209,2721.21,9/16/2021,259,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
299,T2,High,Low,5,444,T2_5_444,253_9,253,3460,8/15/2021,227,375,0,1,1,1,1,0,1,NA,260,NA,NA,1,64,NA,NA,NA,NA,NA,NA,NA,NA,289,0,1,NA,NA,NA,NA,NA,NA,1,233,NA,NA,NA,NA,NA,NA,NA,NA,0,16,393.7,1,310,1,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.16,36.23,45.73,42.29,36.15,40.9,32.53,40.6,44.25,NA,0.2956,0.1009,0.1305,0.0668,0,0,0,0,0.2602,1.551580203,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8612058,,,
300,T2,High,Low,5,445,T2_5_445,66_4,66,2940,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
301,T2,High,Low,5,446,T2_5_446,162_2,162,3055,9/12/2021,255,347,0,1,0,1,1,0,1,NA,241,NA,NA,1,55,NA,NA,NA,NA,NA,NA,NA,NA,286,0,1,NA,NA,NA,NA,NA,NA,1,70,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.06,50.95,56.29,32.38,30,12.05,38.09,26.84,NA,0.2526,0.1002,0.1448,0.0629,0,0,0,0,0.2825,1.732066217,NA,NA,NA,NA,NA,0.494624645,0.0044,112.414692,NA,85.0126121,negative photosynthesis,Fixed,
302,T2,High,Low,5,447,T2_5_447,66_4,66,2940,8/13/2021,225,377,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.21,36.97,37.42,41.79,35.72,35.34,37.34,38.72,45.43,NA,0.4843,0.1875,0.1325,0.0593,0,0,0,0,0.271,1.098055105,NA,NA,NA,NA,NA,0.131899905,0.0007,188.4284357,NA,109.2390413,negative E + negative gsw,Fixed,
303,T2,High,Low,5,449,T2_5_449,273_18C,273,2710,9/16/2021,259,132,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
304,T2,High,Low,5,450,T2_5_450,102_5,102,3072,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
305,T2,High,Low,5,452,T2_5_452,211_13A,211,3121.58,8/13/2021,225,26,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
306,T2,High,Low,5,454,T2_5_454,1_3,1,2989,9/1/2021,244,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
307,T2,High,Low,5,458,T2_5_458,154_5,154,2992,9/16/2021,259,21,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
308,T2,High,Low,5,463,T2_5_463,199_1,199,3502,9/12/2021,255,39,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
309,T2,High,Low,5,464,T2_5_464,250_28,250,3133,9/22/2021,265,22,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
310,T2,High,Low,5,468,T2_5_468,102_5,102,3072,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
311,T2,High,Low,5,470,T2_5_470,255_28,255,3341.67,9/12/2021,255,210,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,96.09,36.26,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586166047,0.004,146.5415118,NA,NA,negative photosynthesis,Fixed,
312,T2,High,Low,5,473,T2_5_473,154_5,154,2992,9/16/2021,259,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
313,T2,High,Low,5,474,T2_5_474,102_5,102,3072,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
314,T2,High,Low,5,480,T2_5_480,253_9,253,3460,8/15/2021,227,375,0,1,1,1,1,0,1,NA,257,NA,NA,1,53,NA,NA,NA,NA,NA,NA,NA,NA,277,0,1,NA,NA,NA,NA,NA,NA,1,230,NA,NA,NA,NA,NA,NA,NA,NA,1,13,359.7,1,298,1,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.98,51.72,44.69,57.1,35.61,39.84,31.96,49.75,48.14,NA,0.4825,0.1502,0.2487,0.1658,0,0,0,0,0.3606,1.141139241,NA,NA,NA,NA,NA,1.026955459,0.0079,129.9943619,NA,115.4422858,negative photosynthesis,Fixed,
315,T2,High,Low,5,482,T2_5_482,212_7,212,3131,8/18/2021,230,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
316,T2,High,Low,5,484,T2_5_484,212_7,212,3131,8/23/2021,235,367,0,1,1,1,1,0,1,NA,255,NA,NA,1,67,NA,NA,NA,NA,NA,NA,NA,NA,281,0,1,NA,NA,NA,NA,NA,NA,1,182,NA,NA,NA,NA,NA,NA,NA,NA,6,11,196.6,1,297,1,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.96,54.61,52.55,31.24,21.35,30.36,30.12,33.12,39.01,NA,0.6194,0.6194,0.0532,0.0256,0,0,0,0,0.497,0.770542636,0.001347973,3.418963271,398.8020667,315.1659,0.075188531,1.202152942,0.0103,116.7138779,NA,110.4502408,,,
317,T2,High,Low,5,488,T2_5_488,162_2,162,3055,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
318,T2,High,Low,5,490,T2_5_490,255_28,255,3341.67,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
319,T2,High,Low,6,491,T2_6_491,189_1,189,3273,9/12/2021,255,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
320,T2,High,Low,6,492,T2_6_492,328_2,328,3660,8/15/2021,227,10,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
321,T2,High,Low,6,493,T2_6_493,188_2,188,3126,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
322,T2,High,Low,6,494,T2_6_494,255_28,255,3341.67,9/12/2021,255,18,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
323,T2,High,Low,6,498,T2_6_498,273_18C,273,2710,9/16/2021,259,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
324,T2,High,Low,6,499,T2_6_499,250_28,250,3133,9/24/2021,267,6,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
325,T2,High,Low,6,512,T2_6_512,211_13A,211,3121.58,8/13/2021,225,377,0,1,1,1,1,0,1,NA,259,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,279,0,1,NA,NA,NA,NA,NA,NA,1,182,NA,NA,NA,NA,NA,NA,NA,NA,0,8,352.6,1,305,1,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,38.56,58.14,49.26,30.54,43.43,39.95,44.02,38.71,NA,0.281,0.109,0.2102,0.1149,0,0,0,0,0.3769,1.683340777,0.000601406,3.072952167,399.513,243.9019982,0.03369786,0.596130225,0.0051,116.8882794,24.795,132.172619,,,
326,T2,High,Low,6,515,T2_6_515,98_7,98,3011,9/12/2021,255,32,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
327,T2,High,Low,6,517,T2_6_517,199_1,199,3502,9/12/2021,255,347,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71,75.95,72.8,47.89,27.64,38.07,35.51,30,35.61,NA,0.4373,0.137,0.4385,0.1868,0,0,0,0,0.7698,2.377393453,0.002506629,5.339543107,398.433129,278.6547752,0.083343528,0.988102335,0.0082,120.5002848,NA,101.9629962,,,
328,T2,High,Low,6,520,T2_6_520,269_15,269,2800,8/15/2021,227,375,0,1,1,1,1,0,1,NA,256,NA,NA,1,62,NA,NA,NA,NA,NA,NA,NA,NA,261,0,1,NA,NA,NA,NA,NA,NA,1,105,NA,NA,NA,NA,NA,NA,NA,NA,0,4,165.8,1,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.51,46.95,52.33,58.59,28.67,44.2,44.94,25.87,39.11,NA,0.3513,0.139,0.1677,0.098,0,0,0,0,0.5029,2.121940928,0.001486778,3.884570468,398.9306667,259.7005696,0.050518729,0.950539535,0.0094,101.1212271,40.023,67.59125885,,,
329,T2,High,Low,6,523,T2_6_523,213_1,213,2789.81,8/15/2021,227,10,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
330,T2,High,Low,6,525,T2_6_525,162_2,162,3055,9/12/2021,255,347,0,1,1,1,1,0,1,NA,234,NA,NA,1,116,NA,NA,NA,NA,NA,NA,NA,NA,268,0,1,NA,NA,NA,NA,NA,NA,1,218,NA,NA,NA,NA,NA,NA,NA,NA,1,13,350.2,1,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.66,59.58,52.96,45.99,57.83,43,45.58,42.39,NA,0.4055,0.1586,0.4866,0.245,0,0,0,0,0.5224,1.294350842,0.001180617,3.534513974,399.0362903,300.7088948,0.064647633,0.941650629,0.0075,125.5534172,21.833,96.96479969,,,
331,T2,High,Low,6,533,T2_6_533,214_7,214,2693.59,9/12/2021,255,25,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
332,T2,High,Low,6,535,T2_6_535,194_2,194,3108,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
333,T2,High,Low,6,538,T2_6_538,211_13A,211,3121.58,8/13/2021,225,377,0,1,1,1,1,0,1,NA,266,NA,NA,1,57,NA,NA,NA,NA,NA,NA,NA,NA,279,0,1,NA,NA,NA,NA,NA,NA,1,120,NA,NA,NA,NA,NA,NA,NA,NA,0,7,262.1,1,307,1,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.11,43.26,49.34,49.14,35.36,33.9,36.74,38.32,36.27,NA,0.3882,0.1755,0.0754,0.0417,0,0,0,0,0.3721,1.713167587,0.001552702,4.939473488,399.4151667,294.8759511,0.08455329,0.419212308,0.0033,127.0340327,28.788,95.69911611,,,
334,T2,High,Low,6,540,T2_6_540,86_2,86,2880,8/18/2021,230,372,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.73,50.09,39.07,37.97,41.78,47.12,39.67,42.98,43.84,NA,0.3043,0.0922,0.1291,0.0494,0,0,0,0,0.4799,3.389124294,0.001887527,8.269448104,398.5654667,264.7288173,0.107479487,0.638926009,0.0049,130.3930631,20.183,116.8226086,,,
335,T2,High,Low,6,541,T2_6_541,213_1,213,2789.81,8/18/2021,230,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
336,T2,High,Low,6,546,T2_6_546,107_4,107,3091,8/18/2021,230,372,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.87,60.1,63.35,63.18,39.55,53.16,50.91,42.28,50.72,NA,0.6825,0.2493,0.2664,0.1296,0,0,0,0,0.9927,2.619952494,0.001494465,4.451658456,399.0407742,306.6232762,0.086944272,0.759714781,0.0076,99.96247118,11.126,64.34625474,,,
337,T2,High,Low,6,549,T2_6_549,303_8,303,3570,8/13/2021,225,377,0,1,1,1,1,0,1,NA,259,NA,NA,1,66,NA,NA,NA,NA,NA,NA,NA,NA,298,0,1,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,NA,NA,NA,NA,0,17,530.1,1,300,1,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4,68.42,56.55,48.72,41.85,51.03,46.13,52.97,57.02,NA,1.1104,0.4109,0.276,0.1225,0,0,0,0,0.6066,1.137232846,0.000521146,2.606659339,399.5503333,247.9563457,0.029378028,0.645234265,0.0059,109.3617398,13.369,152.3171608,,,
